ID,Country,Specialization,How did you hear about Us,Current_Occupation,What matters most to you in choosing a course,Origin,Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Purchased
253,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,1,1226,1,Converted to Lead,No
254,India,Operations Management,Multiple Sources,,,Landing Page Submission,Google,No,No,4,144,4,Email Opened,No
255,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,2,631,1,Olark Chat Conversation,Yes
256,,Operations Management,,Student,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,1,891,1,Converted to Lead,Yes
257,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
258,India,,,,,API,Google,No,No,3,235,3,Email Opened,No
259,India,Services Excellence,Word Of Mouth,,,Landing Page Submission,Google,No,No,2,453,2,Email Link Clicked,No
260,India,,,Unemployed,Better Career Prospects,API,Referral Sites,No,No,3,60,1.5,Page Visited on Website,No
261,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,Email Opened,Yes
262,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,9,96,4.5,Page Visited on Website,No
263,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,Email Opened,Yes
264,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
265,India,Finance Management,,Working Professional,Better Career Prospects,API,Referral Sites,No,No,11,825,11,Olark Chat Conversation,Yes
266,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
267,India,,,Unemployed,Better Career Prospects,API,Direct Traffic,No,No,11,10,5.5,Page Visited on Website,No
268,,,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,,1704,,,Yes
269,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,3,1154,1,Olark Chat Conversation,Yes
270,,Operations Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,,1262,,,Yes
271,,"Banking, Investment And Insurance",,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
272,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Referral Sites,No,No,6,104,3,Email Opened,Yes
273,India,,,,,API,Google,No,No,3,331,3,Email Opened,No
274,India,Healthcare Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,294,2.5,Email Opened,No
275,Australia,,,,,API,Organic Search,No,No,5,345,5,Email Opened,No
276,India,,,,,API,Google,No,No,2,172,2,Olark Chat Conversation,No
277,India,"Banking, Investment And Insurance",Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,228,4,Email Opened,Yes
278,India,Hospitality Management,,,,Landing Page Submission,Organic Search,No,No,5,26,5,Email Opened,No
279,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
280,India,,,,,API,Referral Sites,No,No,4,436,4,Email Link Clicked,No
281,India,,,,,Landing Page Submission,google,No,No,5,1008,5,Page Visited on Website,No
282,India,,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Referral Sites,No,No,17,71,3.4,Unreachable,No
283,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,8,43,8,Olark Chat Conversation,No
284,India,E-Business,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,294,4,Email Opened,No
285,India,,,,,API,Organic Search,No,No,2,1528,1,Olark Chat Conversation,No
286,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
287,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
288,India,,,Unemployed,Better Career Prospects,API,Referral Sites,No,No,1,213,1,Converted to Lead,No
289,India,Operations Management,,Working Professional,Better Career Prospects,Landing Page Submission,Organic Search,No,No,4,31,1.33,Email Opened,Yes
290,India,,,,,API,Google,No,No,3,389,3,Email Opened,No
291,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
292,India,,,,,API,Google,No,No,4,97,4,Olark Chat Conversation,No
293,India,Marketing Management,,,,Landing Page Submission,Direct Traffic,No,No,13,194,13,Email Opened,No
294,United States,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,526,2,Form Submitted on Website,Yes
295,India,,,,,API,Google,No,No,10,11,10,View in browser link Clicked,No
296,India,,,,,API,Organic Search,No,No,5,297,2.5,Email Link Clicked,No
297,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,174,4,Email Opened,No
298,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,4,12,4,Page Visited on Website,No
299,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,254,1.25,Email Opened,Yes
300,,Human Resource Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,,803,,,Yes
301,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
302,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,595,4,Page Visited on Website,Yes
303,India,,,,,API,Referral Sites,No,No,7,250,2.33,Email Opened,No
304,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,11,1189,11,Email Opened,No
305,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,73,5,Email Opened,No
306,India,E-Business,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,491,3,Email Opened,No
307,India,,,Unemployed,Better Career Prospects,API,Google,Yes,No,7,1281,1.75,Email Bounced,Yes
308,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,3,117,3,Olark Chat Conversation,Yes
309,India,,,,,API,Google,No,No,5,1493,1.67,Email Opened,No
310,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,263,2.5,Email Opened,Yes
311,India,,,,,API,Google,No,No,7,207,3.5,Email Opened,No
312,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,67,4,Page Visited on Website,No
313,United Kingdom,,,Unemployed,Better Career Prospects,API,Referral Sites,No,No,6,866,3,Email Opened,No
314,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,6,419,6,Unreachable,No
315,India,,,,,API,Organic Search,No,No,11,188,5.5,Email Link Clicked,No
316,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,362,2,Email Link Clicked,No
317,India,Human Resource Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,199,3,Form Submitted on Website,No
318,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,API,Google,No,No,10,556,5,Olark Chat Conversation,Yes
319,India,Human Resource Management,,Working Professional,Better Career Prospects,API,Referral Sites,No,No,5,1536,5,Email Opened,Yes
320,India,Supply Chain Management,Word Of Mouth,Working Professional,Better Career Prospects,API,Google,No,No,4,1088,4,Page Visited on Website,Yes
321,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Referral Sites,No,No,6,863,6,Email Opened,Yes
322,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,4,1410,4,Email Bounced,No
323,India,,,,,API,Organic Search,Yes,No,8,76,8,Email Bounced,No
324,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
325,India,Healthcare Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,6,209,3,Page Visited on Website,No
326,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,58,5,Email Opened,No
327,India,,,Unemployed,Better Career Prospects,API,Google,No,No,6,90,2,Page Visited on Website,No
328,India,Human Resource Management,,Unemployed,Better Career Prospects,API,Organic Search,No,No,7,950,2.33,Email Opened,Yes
329,,Healthcare Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
330,India,Finance Management,Student of SomeSchool,,,Landing Page Submission,Google,No,No,8,149,2,Olark Chat Conversation,No
331,India,International Business,Other,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,3,4,Olark Chat Conversation,No
332,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,7,901,7,Email Opened,Yes
333,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
334,India,,,,,API,Referral Sites,No,No,6,110,3,Email Link Clicked,No
335,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
336,,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
337,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,445,3,Email Link Clicked,No
338,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,7,1939,2.33,Email Opened,No
339,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
340,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,API,Google,No,No,3,199,1.5,Email Opened,No
341,India,,,,,API,Direct Traffic,No,No,1,633,1,Converted to Lead,No
342,India,,,,,API,Google,No,No,4,457,2,Email Opened,No
343,India,,,,,API,Referral Sites,No,No,4,86,4,Olark Chat Conversation,No
344,India,Business Administration,Multiple Sources,,,Landing Page Submission,Google,No,No,7,57,2.33,Email Opened,No
345,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
346,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,21,1113,2.63,Email Opened,Yes
347,India,,,,,API,Referral Sites,No,No,4,237,4,Email Opened,No
348,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,43,2,Form Submitted on Website,No
349,,Media and Advertising,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,,43,,,Yes
350,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
351,,Supply Chain Management,,Unemployed,Better Career Prospects,Lead Add Form,Google,No,No,0,0,0,Email Opened,Yes
352,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
353,India,,,,,API,Organic Search,No,No,2,1366,2,Olark Chat Conversation,No
354,,Human Resource Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Link Clicked,Yes
355,India,,,,,API,Organic Search,No,No,3,124,3,Converted to Lead,No
356,India,,,,,API,Google,No,No,2,135,2,Email Opened,No
357,Bahrain,International Business,,Working Professional,Better Career Prospects,Landing Page Submission,Referral Sites,No,No,5,1216,2.5,Email Opened,Yes
358,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,35,3,Email Opened,No
359,,Finance Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Unreachable,Yes
360,India,Operations Management,Online Search,,,Landing Page Submission,Google,No,No,4,157,4,Email Opened,No
361,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
362,India,,,,,API,Referral Sites,No,No,3,170,1.5,Email Opened,No
363,India,,,,,API,Organic Search,No,No,4,71,4,Olark Chat Conversation,No
364,India,Operations Management,,,,Landing Page Submission,Organic Search,No,No,5,811,5,Email Opened,No
365,,Healthcare Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,,972,,,Yes
366,India,,,,,API,Referral Sites,No,No,10,278,5,Page Visited on Website,No
367,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
368,India,,,,,API,Referral Sites,No,No,5,809,5,Page Visited on Website,No
369,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
370,,Supply Chain Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,,781,,,Yes
371,India,Finance Management,Social Media,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1226,4,Email Opened,Yes
372,India,Rural and Agribusiness,Online Search,,,Landing Page Submission,Google,No,No,5,1469,2.5,Email Link Clicked,No
373,India,,,,,API,Referral Sites,No,No,5,253,1.67,Email Opened,No
374,,Human Resource Management,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,Email Opened,Yes
375,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,4,1378,4,Had a Phone Conversation,Yes
376,India,,,Unemployed,Better Career Prospects,API,Referral Sites,No,No,10,66,10,Email Opened,No
377,India,Human Resource Management,Other,,,Landing Page Submission,Google,No,No,4,372,4,Page Visited on Website,No
378,India,,,,,API,Organic Search,No,No,3,1636,1.5,Page Visited on Website,Yes
379,India,,,,,API,Google,No,No,2,376,2,Email Opened,No
380,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,1,214,1,Converted to Lead,Yes
381,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
382,,,,,,API,Olark Chat,Yes,No,0,0,0,Olark Chat Conversation,No
383,India,E-COMMERCE,,,,Landing Page Submission,Organic Search,No,No,8,93,8,Email Opened,No
384,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
385,India,IT Projects Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,365,3,Email Opened,No
386,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,274,2,Email Opened,Yes
387,India,,,,,API,Referral Sites,No,No,4,179,4,Email Opened,No
388,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,15,753,15,Unreachable,No
389,India,Human Resource Management,,,,Landing Page Submission,Direct Traffic,No,No,3,1346,3,Email Opened,No
390,India,,,,,API,Google,No,No,7,277,3.5,Email Opened,No
391,India,,,,,API,Google,No,No,2,90,2,Email Opened,No
392,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
393,India,IT Projects Management,,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,9,1289,2.25,Email Opened,Yes
394,India,,,,,API,Referral Sites,No,No,8,246,2.67,Email Opened,No
395,India,Marketing Management,Student of SomeSchool,,,Landing Page Submission,Google,No,No,11,116,3.67,Page Visited on Website,No
396,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
397,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,472,5,Had a Phone Conversation,Yes
398,India,,,,,API,Google,No,No,2,395,1,Email Opened,No
399,,,,,,API,Olark Chat,No,No,0,0,0,Unreachable,No
400,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
401,India,Business Administration,Multiple Sources,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,4,1354,4,Unsubscribed,Yes
402,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,5,1102,5,Email Opened,Yes
403,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
404,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1268,2,Email Opened,No
405,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,5,1354,2.5,Email Opened,Yes
